aircraft,system,cycle,value,source
DEMO-012,apu,56,49.843,synthetic-v1
DEMO-012,apu,57,50.314,synthetic-v1
DEMO-012,apu,58,50.832,synthetic-v1
DEMO-012,apu,59,51.305,synthetic-v1
DEMO-012,apu,60,51.665,synthetic-v1
DEMO-012,brakes,1,0.0,synthetic-v1
DEMO-012,brakes,2,0.0,synthetic-v1
DEMO-012,brakes,3,0.0,synthetic-v1
DEMO-012,brakes,4,0.0,synthetic-v1
DEMO-012,brakes,5,0.097,synthetic-v1
DEMO-012,brakes,6,0.178,synthetic-v1
DEMO-012,brakes,7,0.212,synthetic-v1
DEMO-012,brakes,8,0.222,synthetic-v1
DEMO-012,brakes,9,0.246,synthetic-v1
DEMO-012,brakes,10,0.313,synthetic-v1
DEMO-012,brakes,11,0.431,synthetic-v1
DEMO-012,brakes,12,0.585,synthetic-v1
DEMO-012,brakes,13,0.742,synthetic-v1
DEMO-012,brakes,14,0.867,synthetic-v1
DEMO-012,brakes,15,0.94,synthetic-v1
DEMO-012,brakes,16,0.968,synthetic-v1
DEMO-012,brakes,17,0.978,synthetic-v1
DEMO-012,brakes,18,1.007,synthetic-v1
DEMO-012,brakes,19,1.081,synthetic-v1
DEMO-012,brakes,20,1.207,synthetic-v1
DEMO-012,brakes,21,1.364,synthetic-v1
DEMO-012,brakes,22,1.518,synthetic-v1
DEMO-012,brakes,23,1.635,synthetic-v1
DEMO-012,brakes,24,1.701,synthetic-v1
DEMO-012,brakes,25,1.724,synthetic-v1
DEMO-012,brakes,26,1.734,synthetic-v1
DEMO-012,brakes,27,1.769,synthetic-v1
DEMO-012,brakes,28,1.851,synthetic-v1
DEMO-012,brakes,29,1.983,synthetic-v1
DEMO-012,brakes,30,2.142,synthetic-v1
DEMO-012,brakes,31,2.292,synthetic-v1
DEMO-012,brakes,32,2.402,synthetic-v1
DEMO-012,brakes,33,2.46,synthetic-v1
DEMO-012,brakes,34,2.479,synthetic-v1
DEMO-012,brakes,35,2.491,synthetic-v1
DEMO-012,brakes,36,2.532,synthetic-v1
DEMO-012,brakes,37,2.622,synthetic-v1
DEMO-012,brakes,38,2.76,synthetic-v1
DEMO-012,brakes,39,2.92,synthetic-v1
DEMO-012,brakes,40,3.066,synthetic-v1
DEMO-012,brakes,41,3.168,synthetic-v1
DEMO-012,brakes,42,3.219,synthetic-v1
DEMO-012,brakes,43,3.235,synthetic-v1
DEMO-012,brakes,44,3.249,synthetic-v1
DEMO-012,brakes,45,3.296,synthetic-v1
DEMO-012,brakes,46,3.394,synthetic-v1
DEMO-012,brakes,47,3.537,synthetic-v1
DEMO-012,brakes,48,3.698,synthetic-v1
DEMO-012,brakes,49,3.839,synthetic-v1
DEMO-012,brakes,50,3.933,synthetic-v1
DEMO-012,brakes,51,3.977,synthetic-v1
DEMO-012,brakes,52,3.99,synthetic-v1
DEMO-012,brakes,53,4.007,synthetic-v1
DEMO-012,brakes,54,4.061,synthetic-v1
DEMO-012,brakes,55,4.167,synthetic-v1
DEMO-012,brakes,56,4.315,synthetic-v1
DEMO-012,brakes,57,4.475,synthetic-v1
DEMO-012,brakes,58,4.61,synthetic-v1
DEMO-012,brakes,59,4.697,synthetic-v1
DEMO-012,brakes,60,4.734,synthetic-v1
DEMO-012,hydraulic,1,1.0,synthetic-v1
DEMO-012,hydraulic,2,1.0,synthetic-v1
DEMO-012,hydraulic,3,1.0,synthetic-v1
DEMO-012,hydraulic,4,1.0,synthetic-v1
DEMO-012,hydraulic,5,1.0,synthetic-v1
DEMO-012,hydraulic,6,1.0,synthetic-v1
DEMO-012,hydraulic,7,1.011,synthetic-v1
DEMO-012,hydraulic,8,1.034,synthetic-v1
DEMO-012,hydraulic,9,1.068,synthetic-v1
DEMO-012,hydraulic,10,1.119,synthetic-v1
DEMO-012,hydraulic,11,1.185,synthetic-v1
DEMO-012,hydraulic,12,1.257,synthetic-v1
DEMO-012,hydraulic,13,1.322,synthetic-v1
DEMO-012,hydraulic,14,1.371,synthetic-v1
DEMO-012,hydraulic,15,1.404,synthetic-v1
DEMO-012,hydraulic,16,1.427,synthetic-v1
DEMO-012,hydraulic,17,1.45,synthetic-v1
DEMO-012,hydraulic,18,1.487,synthetic-v1
DEMO-012,hydraulic,19,1.541,synthetic-v1
DEMO-012,hydraulic,20,1.608,synthetic-v1
DEMO-012,hydraulic,21,1.68,synthetic-v1
DEMO-012,hydraulic,22,1.743,synthetic-v1
DEMO-012,hydraulic,23,1.79,synthetic-v1
DEMO-012,hydraulic,24,1.82,synthetic-v1
DEMO-012,hydraulic,25,1.842,synthetic-v1
DEMO-012,hydraulic,26,1.867,synthetic-v1
DEMO-012,hydraulic,27,1.906,synthetic-v1
DEMO-012,hydraulic,28,1.963,synthetic-v1
DEMO-012,hydraulic,29,2.031,synthetic-v1
DEMO-012,hydraulic,30,2.102,synthetic-v1
DEMO-012,hydraulic,31,2.163,synthetic-v1
DEMO-012,hydraulic,32,2.208,synthetic-v1
DEMO-012,hydraulic,33,2.236,synthetic-v1
DEMO-012,hydraulic,34,2.258,synthetic-v1
DEMO-012,hydraulic,35,2.285,synthetic-v1
DEMO-012,hydraulic,36,2.326,synthetic-v1
DEMO-012,hydraulic,37,2.385,synthetic-v1
DEMO-012,hydraulic,38,2.455,synthetic-v1
DEMO-012,hydraulic,39,2.525,synthetic-v1
DEMO-012,hydraulic,40,2.584,synthetic-v1
DEMO-012,hydraulic,41,2.625,synthetic-v1
DEMO-012,hydraulic,42,2.652,synthetic-v1
DEMO-012,hydraulic,43,2.674,synthetic-v1
DEMO-012,hydraulic,44,2.702,synthetic-v1
DEMO-012,hydraulic,45,2.746,synthetic-v1
DEMO-012,hydraulic,46,2.807,synthetic-v1
DEMO-012,hydraulic,47,2.878,synthetic-v1
DEMO-012,hydraulic,48,2.947,synthetic-v1
DEMO-012,hydraulic,49,3.003,synthetic-v1
DEMO-012,hydraulic,50,3.042,synthetic-v1
DEMO-012,hydraulic,51,3.068,synthetic-v1
DEMO-012,hydraulic,52,3.09,synthetic-v1
DEMO-012,hydraulic,53,3.12,synthetic-v1
DEMO-012,hydraulic,54,3.167,synthetic-v1
DEMO-012,hydraulic,55,3.23,synthetic-v1
DEMO-012,hydraulic,56,3.301,synthetic-v1
DEMO-012,hydraulic,57,3.369,synthetic-v1
DEMO-012,hydraulic,58,3.423,synthetic-v1
DEMO-012,hydraulic,59,3.459,synthetic-v1
DEMO-012,hydraulic,60,3.483,synthetic-v1
DEMO-012,pack,1,3.869,synthetic-v1
DEMO-012,pack,2,4.005,synthetic-v1
DEMO-012,pack,3,4.141,synthetic-v1
DEMO-012,pack,4,4.249,synthetic-v1
DEMO-012,pack,5,4.314,synthetic-v1
DEMO-012,pack,6,4.341,synthetic-v1
DEMO-012,pack,7,4.356,synthetic-v1
DEMO-012,pack,8,4.389,synthetic-v1
DEMO-012,pack,9,4.461,synthetic-v1
DEMO-012,pack,10,4.574,synthetic-v1
DEMO-012,pack,11,4.712,synthetic-v1
DEMO-012,pack,12,4.846,synthetic-v1
DEMO-012,pack,13,4.947,synthetic-v1
DEMO-012,pack,14,5.006,synthetic-v1
DEMO-012,pack,15,5.03,synthetic-v1
DEMO-012,pack,16,5.045,synthetic-v1
DEMO-012,pack,17,5.083,synthetic-v1
DEMO-012,pack,18,5.161,synthetic-v1
DEMO-012,pack,19,5.28,synthetic-v1
DEMO-012,pack,20,5.419,synthetic-v1
DEMO-012,pack,21,5.55,synthetic-v1
DEMO-012,pack,22,5.645,synthetic-v1
DEMO-012,pack,23,5.697,synthetic-v1
DEMO-012,pack,24,5.718,synthetic-v1
DEMO-012,pack,25,5.735,synthetic-v1
DEMO-012,pack,26,5.777,synthetic-v1
DEMO-012,pack,27,5.862,synthetic-v1
DEMO-012,pack,28,5.986,synthetic-v1
DEMO-012,pack,29,6.126,synthetic-v1
DEMO-012,pack,30,6.252,synthetic-v1
DEMO-012,pack,31,6.341,synthetic-v1
DEMO-012,pack,32,6.387,synthetic-v1
DEMO-012,pack,33,6.405,synthetic-v1
DEMO-012,pack,34,6.425,synthetic-v1
DEMO-012,pack,35,6.473,synthetic-v1
DEMO-012,pack,36,6.565,synthetic-v1
DEMO-012,pack,37,6.693,synthetic-v1
DEMO-012,pack,38,6.833,synthetic-v1
DEMO-012,pack,39,6.954,synthetic-v1
DEMO-012,pack,40,7.036,synthetic-v1
DEMO-012,pack,41,7.077,synthetic-v1
DEMO-012,pack,42,7.093,synthetic-v1
DEMO-012,pack,43,7.115,synthetic-v1
DEMO-012,pack,44,7.17,synthetic-v1
DEMO-012,pack,45,7.268,synthetic-v1
DEMO-012,pack,46,7.4,synthetic-v1
DEMO-012,pack,47,7.539,synthetic-v1
DEMO-012,pack,48,7.655,synthetic-v1
DEMO-012,pack,49,7.731,synthetic-v1
DEMO-012,pack,50,7.766,synthetic-v1
DEMO-012,pack,51,7.781,synthetic-v1
DEMO-012,pack,52,7.807,synthetic-v1
DEMO-012,pack,53,7.868,synthetic-v1
DEMO-012,pack,54,7.972,synthetic-v1
DEMO-012,pack,55,8.107,synthetic-v1
DEMO-012,pack,56,8.244,synthetic-v1
DEMO-012,pack,57,8.355,synthetic-v1
DEMO-012,pack,58,8.424,synthetic-v1
DEMO-012,pack,59,8.455,synthetic-v1
DEMO-012,pack,60,8.47,synthetic-v1
DEMO-012,actuator,1,180.0,synthetic-v1
DEMO-012,actuator,2,180.0,synthetic-v1
DEMO-012,actuator,3,180.0,synthetic-v1
DEMO-012,actuator,4,180.0,synthetic-v1
DEMO-012,actuator,5,180.0,synthetic-v1
DEMO-012,actuator,6,180.0,synthetic-v1
DEMO-012,actuator,7,180.0,synthetic-v1
DEMO-012,actuator,8,180.0,synthetic-v1
DEMO-012,actuator,9,180.0,synthetic-v1
DEMO-012,actuator,10,180.0,synthetic-v1
DEMO-012,actuator,11,180.0,synthetic-v1
DEMO-012,actuator,12,180.0,synthetic-v1
DEMO-012,actuator,13,180.0,synthetic-v1
DEMO-012,actuator,14,180.0,synthetic-v1
DEMO-012,actuator,15,180.0,synthetic-v1
DEMO-012,actuator,16,180.0,synthetic-v1
DEMO-012,actuator,17,180.0,synthetic-v1
DEMO-012,actuator,18,180.0,synthetic-v1
DEMO-012,actuator,19,180.0,synthetic-v1
DEMO-012,actuator,20,180.0,synthetic-v1
DEMO-012,actuator,21,180.0,synthetic-v1
DEMO-012,actuator,22,180.0,synthetic-v1
DEMO-012,actuator,23,180.0,synthetic-v1
DEMO-012,actuator,24,180.0,synthetic-v1
DEMO-012,actuator,25,180.0,synthetic-v1
DEMO-012,actuator,26,180.0,synthetic-v1
DEMO-012,actuator,27,180.0,synthetic-v1
DEMO-012,actuator,28,180.0,synthetic-v1
DEMO-012,actuator,29,180.0,synthetic-v1
DEMO-012,actuator,30,180.0,synthetic-v1
DEMO-012,actuator,31,182.156,synthetic-v1
DEMO-012,actuator,32,183.819,synthetic-v1
DEMO-012,actuator,33,185.672,synthetic-v1
DEMO-012,actuator,34,188.424,synthetic-v1
DEMO-012,actuator,35,192.351,synthetic-v1
DEMO-012,actuator,36,197.159,synthetic-v1
DEMO-012,actuator,37,202.13,synthetic-v1
DEMO-012,actuator,38,206.467,synthetic-v1
DEMO-012,actuator,39,209.678,synthetic-v1
DEMO-012,actuator,40,211.817,synthetic-v1
DEMO-012,actuator,41,213.454,synthetic-v1
DEMO-012,actuator,42,215.405,synthetic-v1
DEMO-012,actuator,43,218.33,synthetic-v1
DEMO-012,actuator,44,222.421,synthetic-v1
DEMO-012,actuator,45,227.307,synthetic-v1
DEMO-012,actuator,46,232.23,synthetic-v1
DEMO-012,actuator,47,236.416,synthetic-v1
DEMO-012,actuator,48,239.448,synthetic-v1
DEMO-012,actuator,49,241.465,synthetic-v1
DEMO-012,actuator,50,243.097,synthetic-v1
DEMO-012,actuator,51,245.161,synthetic-v1
DEMO-012,actuator,52,248.263,synthetic-v1
DEMO-012,actuator,53,252.511,synthetic-v1
DEMO-012,actuator,54,257.455,synthetic-v1
DEMO-012,actuator,55,262.312,synthetic-v1
DEMO-012,actuator,56,266.339,synthetic-v1
DEMO-012,actuator,57,269.195,synthetic-v1
DEMO-012,actuator,58,271.105,synthetic-v1
DEMO-012,actuator,59,272.751,synthetic-v1
DEMO-012,actuator,60,274.941,synthetic-v1
